"state","county","district","precinct","party","votes","candidate","office","dataverse","mode","writein","jurisdiction","state_po","state_fips","state_cen","state_ic","stage","year","special"
"New Hampshire","Belknap","statewide","Laconia Ward 2","libertarian",16,"Jilletta Jarvis","Governor","state","total","FALSE","Laconia","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Laconia Ward 3","libertarian",12,"Jilletta Jarvis","Governor","state","total","FALSE","Laconia","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Laconia Ward 4","libertarian",15,"Jilletta Jarvis","Governor","state","total","FALSE","Laconia","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Laconia Ward 5","libertarian",18,"Jilletta Jarvis","Governor","state","total","FALSE","Laconia","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Laconia Ward 6","libertarian",12,"Jilletta Jarvis","Governor","state","total","FALSE","Laconia","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Meredith","libertarian",42,"Jilletta Jarvis","Governor","state","total","FALSE","Meredith","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","New Hampton","libertarian",22,"Jilletta Jarvis","Governor","state","total","FALSE","New Hampton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Sanbornton","libertarian",21,"Jilletta Jarvis","Governor","state","total","FALSE","Sanbornton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Belknap","statewide","Tilton","libertarian",21,"Jilletta Jarvis","Governor","state","total","FALSE","Tilton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Albany","republican",146,"Chris Sununu","Governor","state","total","FALSE","Albany","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Bartlett","republican",775,"Chris Sununu","Governor","state","total","FALSE","Bartlett","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Brookfield","republican",251,"Chris Sununu","Governor","state","total","FALSE","Brookfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Chatham","republican",94,"Chris Sununu","Governor","state","total","FALSE","Chatham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Conway","republican",1871,"Chris Sununu","Governor","state","total","FALSE","Conway","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Eaton","republican",119,"Chris Sununu","Governor","state","total","FALSE","Eaton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Effingham","republican",371,"Chris Sununu","Governor","state","total","FALSE","Effingham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Freedom","republican",443,"Chris Sununu","Governor","state","total","FALSE","Freedom","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Hales Location","republican",86,"Chris Sununu","Governor","state","total","FALSE","Hales Location","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Harts Location","republican",19,"Chris Sununu","Governor","state","total","FALSE","Harts Location","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Jackson","republican",227,"Chris Sununu","Governor","state","total","FALSE","Jackson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Madison","republican",606,"Chris Sununu","Governor","state","total","FALSE","Madison","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Moultonborough","republican",1764,"Chris Sununu","Governor","state","total","FALSE","Moultonborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Ossipee","republican",1059,"Chris Sununu","Governor","state","total","FALSE","Ossipee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Sandwich","republican",391,"Chris Sununu","Governor","state","total","FALSE","Sandwich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Tamworth","republican",676,"Chris Sununu","Governor","state","total","FALSE","Tamworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Tuftonboro","republican",898,"Chris Sununu","Governor","state","total","FALSE","Tuftonboro","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Wakefield","republican",1387,"Chris Sununu","Governor","state","total","FALSE","Wakefield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Wolfeboro","republican",2125,"Chris Sununu","Governor","state","total","FALSE","Wolfeboro","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Albany","democrat",181,"Molly Kelly","Governor","state","total","FALSE","Albany","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Bartlett","democrat",910,"Molly Kelly","Governor","state","total","FALSE","Bartlett","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Brookfield","democrat",129,"Molly Kelly","Governor","state","total","FALSE","Brookfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Chatham","democrat",70,"Molly Kelly","Governor","state","total","FALSE","Chatham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Conway","democrat",2117,"Molly Kelly","Governor","state","total","FALSE","Conway","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Eaton","democrat",131,"Molly Kelly","Governor","state","total","FALSE","Eaton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Effingham","democrat",246,"Molly Kelly","Governor","state","total","FALSE","Effingham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Freedom","democrat",347,"Molly Kelly","Governor","state","total","FALSE","Freedom","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Hales Location","democrat",29,"Molly Kelly","Governor","state","total","FALSE","Hales Location","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Harts Location","democrat",15,"Molly Kelly","Governor","state","total","FALSE","Harts Location","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Jackson","democrat",403,"Molly Kelly","Governor","state","total","FALSE","Jackson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Madison","democrat",620,"Molly Kelly","Governor","state","total","FALSE","Madison","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Moultonborough","democrat",860,"Molly Kelly","Governor","state","total","FALSE","Moultonborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Ossipee","democrat",552,"Molly Kelly","Governor","state","total","FALSE","Ossipee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Sandwich","democrat",523,"Molly Kelly","Governor","state","total","FALSE","Sandwich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Tamworth","democrat",619,"Molly Kelly","Governor","state","total","FALSE","Tamworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Tuftonboro","democrat",527,"Molly Kelly","Governor","state","total","FALSE","Tuftonboro","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Wakefield","democrat",638,"Molly Kelly","Governor","state","total","FALSE","Wakefield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Wolfeboro","democrat",1515,"Molly Kelly","Governor","state","total","FALSE","Wolfeboro","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Albany","libertarian",6,"Jilletta Jarvis","Governor","state","total","FALSE","Albany","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Bartlett","libertarian",19,"Jilletta Jarvis","Governor","state","total","FALSE","Bartlett","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Brookfield","libertarian",7,"Jilletta Jarvis","Governor","state","total","FALSE","Brookfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Chatham","libertarian",2,"Jilletta Jarvis","Governor","state","total","FALSE","Chatham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Conway","libertarian",50,"Jilletta Jarvis","Governor","state","total","FALSE","Conway","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Eaton","libertarian",2,"Jilletta Jarvis","Governor","state","total","FALSE","Eaton","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Effingham","libertarian",9,"Jilletta Jarvis","Governor","state","total","FALSE","Effingham","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Freedom","libertarian",10,"Jilletta Jarvis","Governor","state","total","FALSE","Freedom","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Hales Location","libertarian",1,"Jilletta Jarvis","Governor","state","total","FALSE","Hales Location","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Harts Location","libertarian",0,"Jilletta Jarvis","Governor","state","total","FALSE","Harts Location","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Jackson","libertarian",2,"Jilletta Jarvis","Governor","state","total","FALSE","Jackson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Madison","libertarian",13,"Jilletta Jarvis","Governor","state","total","FALSE","Madison","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Moultonborough","libertarian",20,"Jilletta Jarvis","Governor","state","total","FALSE","Moultonborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Ossipee","libertarian",17,"Jilletta Jarvis","Governor","state","total","FALSE","Ossipee","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Sandwich","libertarian",5,"Jilletta Jarvis","Governor","state","total","FALSE","Sandwich","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Tamworth","libertarian",25,"Jilletta Jarvis","Governor","state","total","FALSE","Tamworth","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Tuftonboro","libertarian",11,"Jilletta Jarvis","Governor","state","total","FALSE","Tuftonboro","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Wakefield","libertarian",27,"Jilletta Jarvis","Governor","state","total","FALSE","Wakefield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Carroll","statewide","Wolfeboro","libertarian",28,"Jilletta Jarvis","Governor","state","total","FALSE","Wolfeboro","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Alstead","republican",390,"Chris Sununu","Governor","state","total","FALSE","Alstead","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Chesterfield","republican",823,"Chris Sununu","Governor","state","total","FALSE","Chesterfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Dublin","republican",371,"Chris Sununu","Governor","state","total","FALSE","Dublin","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Fitzwilliam","republican",498,"Chris Sununu","Governor","state","total","FALSE","Fitzwilliam","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Gilsum","republican",194,"Chris Sununu","Governor","state","total","FALSE","Gilsum","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Harrisville","republican",174,"Chris Sununu","Governor","state","total","FALSE","Harrisville","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Hinsdale","republican",576,"Chris Sununu","Governor","state","total","FALSE","Hinsdale","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Jaffrey","republican",1155,"Chris Sununu","Governor","state","total","FALSE","Jaffrey","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 1","republican",319,"Chris Sununu","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 2","republican",527,"Chris Sununu","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 3","republican",630,"Chris Sununu","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 4","republican",681,"Chris Sununu","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 5","republican",743,"Chris Sununu","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Marlborough","republican",318,"Chris Sununu","Governor","state","total","FALSE","Marlborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Marlow","republican",178,"Chris Sununu","Governor","state","total","FALSE","Marlow","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Nelson","republican",117,"Chris Sununu","Governor","state","total","FALSE","Nelson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Richmond","republican",293,"Chris Sununu","Governor","state","total","FALSE","Richmond","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Rindge","republican",1579,"Chris Sununu","Governor","state","total","FALSE","Rindge","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Roxbury","republican",36,"Chris Sununu","Governor","state","total","FALSE","Roxbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Stoddard","republican",325,"Chris Sununu","Governor","state","total","FALSE","Stoddard","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Sullivan","republican",153,"Chris Sununu","Governor","state","total","FALSE","Sullivan","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Surry","republican",194,"Chris Sununu","Governor","state","total","FALSE","Surry","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Swanzey","republican",1484,"Chris Sununu","Governor","state","total","FALSE","Swanzey","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Troy","republican",389,"Chris Sununu","Governor","state","total","FALSE","Troy","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Walpole","republican",738,"Chris Sununu","Governor","state","total","FALSE","Walpole","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Westmoreland","republican",372,"Chris Sununu","Governor","state","total","FALSE","Westmoreland","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Winchester","republican",618,"Chris Sununu","Governor","state","total","FALSE","Winchester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Alstead","democrat",469,"Molly Kelly","Governor","state","total","FALSE","Alstead","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Chesterfield","democrat",1000,"Molly Kelly","Governor","state","total","FALSE","Chesterfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Dublin","democrat",506,"Molly Kelly","Governor","state","total","FALSE","Dublin","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Fitzwilliam","democrat",484,"Molly Kelly","Governor","state","total","FALSE","Fitzwilliam","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Gilsum","democrat",164,"Molly Kelly","Governor","state","total","FALSE","Gilsum","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Harrisville","democrat",449,"Molly Kelly","Governor","state","total","FALSE","Harrisville","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Hinsdale","democrat",725,"Molly Kelly","Governor","state","total","FALSE","Hinsdale","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Jaffrey","democrat",1043,"Molly Kelly","Governor","state","total","FALSE","Jaffrey","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 1","democrat",1096,"Molly Kelly","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 2","democrat",1374,"Molly Kelly","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 3","democrat",1200,"Molly Kelly","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 4","democrat",1336,"Molly Kelly","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 5","democrat",1533,"Molly Kelly","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Marlborough","democrat",604,"Molly Kelly","Governor","state","total","FALSE","Marlborough","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Marlow","democrat",181,"Molly Kelly","Governor","state","total","FALSE","Marlow","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Nelson","democrat",237,"Molly Kelly","Governor","state","total","FALSE","Nelson","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Richmond","democrat",217,"Molly Kelly","Governor","state","total","FALSE","Richmond","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Rindge","democrat",931,"Molly Kelly","Governor","state","total","FALSE","Rindge","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Roxbury","democrat",76,"Molly Kelly","Governor","state","total","FALSE","Roxbury","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Stoddard","democrat",278,"Molly Kelly","Governor","state","total","FALSE","Stoddard","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Sullivan","democrat",155,"Molly Kelly","Governor","state","total","FALSE","Sullivan","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Surry","democrat",197,"Molly Kelly","Governor","state","total","FALSE","Surry","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Swanzey","democrat",1393,"Molly Kelly","Governor","state","total","FALSE","Swanzey","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Troy","democrat",329,"Molly Kelly","Governor","state","total","FALSE","Troy","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Walpole","democrat",1001,"Molly Kelly","Governor","state","total","FALSE","Walpole","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Westmoreland","democrat",495,"Molly Kelly","Governor","state","total","FALSE","Westmoreland","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Winchester","democrat",685,"Molly Kelly","Governor","state","total","FALSE","Winchester","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Alstead","libertarian",19,"Jilletta Jarvis","Governor","state","total","FALSE","Alstead","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Chesterfield","libertarian",19,"Jilletta Jarvis","Governor","state","total","FALSE","Chesterfield","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Dublin","libertarian",14,"Jilletta Jarvis","Governor","state","total","FALSE","Dublin","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Fitzwilliam","libertarian",19,"Jilletta Jarvis","Governor","state","total","FALSE","Fitzwilliam","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Gilsum","libertarian",7,"Jilletta Jarvis","Governor","state","total","FALSE","Gilsum","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Harrisville","libertarian",1,"Jilletta Jarvis","Governor","state","total","FALSE","Harrisville","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Hinsdale","libertarian",13,"Jilletta Jarvis","Governor","state","total","FALSE","Hinsdale","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Jaffrey","libertarian",19,"Jilletta Jarvis","Governor","state","total","FALSE","Jaffrey","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 1","libertarian",22,"Jilletta Jarvis","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 2","libertarian",38,"Jilletta Jarvis","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 3","libertarian",27,"Jilletta Jarvis","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 4","libertarian",30,"Jilletta Jarvis","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
"New Hampshire","Cheshire","statewide","Keene Ward 5","libertarian",24,"Jilletta Jarvis","Governor","state","total","FALSE","Keene","NH",33,12,4,"gen","2018","FALSE"
